          Time         dTime           E/N             E            AR           AR*          AR^+         AR2^+       AR(W)^+      AR2(W)^+          E(W)             1             2             3             4             5             6             7             8             9            10            11            12            13             V             J           J/s         theta      P*Lambda
  3.962759E-06  2.550281E-10  5.848676E+00  1.901997E+11  3.218822E+18  8.923751E+12  5.846010E+09  1.843537E+11  1.249685E+08  1.421424E+09  1.546393E+09  9.739751E+15  8.229102E+17  3.689310E+16  5.203950E+15  1.126918E+15  1.498931E+00  4.778000E+16  7.193633E+03  1.294402E+18  1.362812E+16  2.490254E+13  7.853004E+14  8.102029E+14  7.529382E+01  9.247062E-03  1.839699E-02  1.820691E-11  1.011123E+01
  3.988247E-06  2.540303E-10  5.804410E+00  1.917497E+11  3.218822E+18  8.908998E+12  5.880870E+09  1.858688E+11  1.256057E+08  1.441541E+09  1.567146E+09  9.780219E+15  8.062269E+17  3.709564E+16  5.217477E+15  1.146127E+15  1.511250E+00  4.762215E+16  7.384687E+03  1.292263E+18  1.370938E+16  2.502858E+13  7.910450E+14  8.160736E+14  7.431392E+01  9.256861E-03  1.841648E-02  1.784359E-11  1.011123E+01
  4.013799E-06  2.570275E-10  5.762635E+00  1.933002E+11  3.218822E+18  8.893791E+12  5.915047E+09  1.873851E+11  1.262476E+08  1.461854E+09  1.588102E+09  9.818072E+15  7.889970E+17  3.729334E+16  5.229589E+15  1.165550E+15  1.523579E+00  4.745971E+16  7.580019E+03  1.290057E+18  1.378906E+16  2.515052E+13  7.967532E+14  8.219037E+14  7.354589E+01  9.264541E-03  1.843176E-02  1.753207E-11  1.011123E+01
  4.039414E-06  2.573679E-10  5.724919E+00  1.948508E+11  3.218822E+18  8.878156E+12  5.948575E+09  1.889023E+11  1.268943E+08  1.482363E+09  1.609257E+09  9.848195E+15  7.684919E+17  3.748142E+16  5.237686E+15  1.185276E+15  1.535915E+00  4.729299E+16  7.783810E+03  1.287789E+18  1.386722E+16  2.526556E+13  8.023303E+14  8.275958E+14  7.377855E+01  9.262214E-03  1.842713E-02  1.744318E-11  1.011123E+01
  4.065097E-06  2.571899E-10  5.681641E+00  1.964020E+11  3.218822E+18  8.862099E+12  5.981468E+09  1.904205E+11  1.275457E+08  1.503074E+09  1.630620E+09  9.883147E+15  7.516737E+17  3.767152E+16  5.248132E+15  1.205089E+15  1.548259E+00  4.712208E+16  7.986401E+03  1.285460E+18  1.394390E+16  2.538088E+13  8.080023E+14  8.333832E+14  7.302183E+01  9.269782E-03  1.844219E-02  1.714192E-11  1.011123E+01
  4.090852E-06  2.574660E-10  5.641049E+00  1.979534E+11  3.218822E+18  8.845583E+12  6.013607E+09  1.919398E+11  1.282018E+08  1.523988E+09  1.652190E+09  9.916723E+15  7.346511E+17  3.785672E+16  5.257259E+15  1.225115E+15  1.560612E+00  4.694660E+16  8.193269E+03  1.283064E+18  1.401882E+16  2.549188E+13  8.136391E+14  8.391309E+14  7.238603E+01  9.276140E-03  1.845484E-02  1.687105E-11  1.011123E+01
  4.116681E-06  2.609031E-10  5.600606E+00  1.995050E+11  3.218822E+18  8.828604E+12  6.044945E+09  1.934601E+11  1.288625E+08  1.545108E+09  1.673970E+09  9.947831E+15  7.178899E+17  3.803790E+16  5.265562E+15  1.245338E+15  1.572973E+00  4.676655E+16  8.403565E+03  1.280601E+18  1.409187E+16  2.559894E+13  8.192586E+14  8.448575E+14  7.173446E+01  9.282655E-03  1.846780E-02  1.660081E-11  1.011123E+01
  4.142582E-06  2.611833E-10  5.557595E+00  2.010565E+11  3.218822E+18  8.811150E+12  6.075407E+09  1.949811E+11  1.295279E+08  1.566430E+09  1.695958E+09  9.979417E+15  7.020890E+17  3.821628E+16  5.273769E+15  1.265725E+15  1.585340E+00  4.658182E+16  8.615890E+03  1.278069E+18  1.416288E+16  2.570261E+13  8.248870E+14  8.505896E+14  7.085927E+01  9.291407E-03  1.848521E-02  1.628707E-11  1.011123E+01
  4.168561E-06  2.610968E-10  5.522090E+00  2.026079E+11  3.218822E+18  8.793203E+12  6.104924E+09  1.965030E+11  1.301977E+08  1.587960E+09  1.718157E+09  1.000125E+16  6.824486E+17  3.838139E+16  5.276513E+15  1.286487E+15  1.597714E+00  4.639225E+16  8.839780E+03  1.275466E+18  1.423170E+16  2.579632E+13  8.303221E+14  8.561184E+14  7.118132E+01  9.288187E-03  1.847881E-02  1.623019E-11  1.011123E+01
  4.194620E-06  2.610274E-10  5.482091E+00  2.041593E+11  3.218822E+18  8.774813E+12  6.133612E+09  1.980257E+11  1.308722E+08  1.609701E+09  1.740573E+09  1.002800E+16  6.665273E+17  3.854940E+16  5.282151E+15  1.307306E+15  1.610095E+00  4.619841E+16  9.060697E+03  1.272799E+18  1.429857E+16  2.589025E+13  8.358753E+14  8.617656E+14  7.045390E+01  9.295461E-03  1.849328E-02  1.595474E-11  1.011123E+01
  4.220762E-06  2.614776E-10  5.441806E+00  2.057105E+11  3.218822E+18  8.755990E+12  6.161459E+09  1.995491E+11  1.315511E+08  1.631655E+09  1.763206E+09  1.005396E+16  6.503765E+17  3.871215E+16  5.286383E+15  1.328343E+15  1.622481E+00  4.600042E+16  9.286165E+03  1.270069E+18  1.436349E+16  2.597943E+13  8.413870E+14  8.673665E+14  6.985848E+01  9.301415E-03  1.850512E-02  1.571066E-11  1.011123E+01
  4.246992E-06  2.627498E-10  5.406008E+00  2.072618E+11  3.218822E+18  8.736737E+12  6.188456E+09  2.010733E+11  1.322346E+08  1.653827E+09  1.786062E+09  1.007481E+16  6.337911E+17  3.886898E+16  5.288903E+15  1.349617E+15  1.634874E+00  4.579834E+16  9.516897E+03  1.267276E+18  1.442642E+16  2.606344E+13  8.468448E+14  8.729083E+14  6.946064E+01  9.305394E-03  1.851304E-02  1.551091E-11  1.011123E+01
  4.273306E-06  2.669933E-10  5.365940E+00  2.088127E+11  3.218822E+18  8.717063E+12  6.214603E+09  2.025981E+11  1.329225E+08  1.676215E+09  1.809138E+09  1.009798E+16  6.185644E+17  3.902394E+16  5.291837E+15  1.371037E+15  1.647272E+00  4.559232E+16  9.748856E+03  1.264422E+18  1.448738E+16  2.614476E+13  8.523274E+14  8.784722E+14  6.870707E+01  9.312929E-03  1.852803E-02  1.524101E-11  1.011123E+01
  4.299711E-06  2.631136E-10  5.325898E+00  2.103634E+11  3.218822E+18  8.697007E+12  6.240006E+09  2.041234E+11  1.336149E+08  1.698826E+09  1.832441E+09  1.011870E+16  6.029469E+17  3.917305E+16  5.293066E+15  1.392695E+15  1.659674E+00  4.538276E+16  9.986391E+03  1.261513E+18  1.454660E+16  2.622133E+13  8.577535E+14  8.839749E+14  6.813779E+01  9.318622E-03  1.853936E-02  1.501248E-11  1.011123E+01
  4.326207E-06  2.636764E-10  5.291384E+00  2.119137E+11  3.218822E+18  8.676528E+12  6.264481E+09  2.056493E+11  1.343117E+08  1.721659E+09  1.855971E+09  1.012780E+16  5.841664E+17  3.930843E+16  5.288707E+15  1.414756E+15  1.672080E+00  4.516928E+16  1.023734E+04  1.258543E+18  1.460365E+16  2.628783E+13  8.629721E+14  8.892599E+14  6.864328E+01  9.313567E-03  1.852930E-02  1.500507E-11  1.011123E+01
  4.352805E-06  2.651196E-10  5.254188E+00  2.134640E+11  3.218822E+18  8.655627E+12  6.288023E+09  2.071760E+11  1.350130E+08  1.744723E+09  1.879736E+09  1.014454E+16  5.693261E+17  3.944860E+16  5.288204E+15  1.436827E+15  1.684494E+00  4.495193E+16  1.048247E+04  1.255511E+18  1.465853E+16  2.635536E+13  8.683490E+14  8.947043E+14  6.796464E+01  9.320354E-03  1.854280E-02  1.475957E-11  1.011123E+01
  4.379501E-06  2.660288E-10  5.216646E+00  2.150134E+11  3.218822E+18  8.634283E+12  6.310240E+09  2.087032E+11  1.357185E+08  1.768013E+09  1.903731E+09  1.015878E+16  5.542991E+17  3.958253E+16  5.286046E+15  1.459131E+15  1.696911E+00  4.473050E+16  1.073226E+04  1.252415E+18  1.471033E+16  2.641583E+13  8.736702E+14  9.000860E+14  6.741244E+01  9.325876E-03  1.855379E-02  1.454277E-11  1.011123E+01
  4.406298E-06  2.670918E-10  5.181888E+00  2.165616E+11  3.218822E+18  8.612417E+12  6.330746E+09  2.102308E+11  1.364281E+08  1.791528E+09  1.927956E+09  1.016961E+16  5.388613E+17  3.970885E+16  5.281748E+15  1.481689E+15  1.709332E+00  4.450424E+16  1.098707E+04  1.249243E+18  1.475813E+16  2.646711E+13  8.789174E+14  9.053845E+14  6.706519E+01  9.329348E-03  1.856070E-02  1.436978E-11  1.011123E+01
  4.433203E-06  2.710512E-10  5.142305E+00  2.181089E+11  3.218822E+18  8.589995E+12  6.350032E+09  2.117589E+11  1.371415E+08  1.815271E+09  1.952412E+09  1.018893E+16  5.267213E+17  3.983891E+16  5.281002E+15  1.504246E+15  1.721756E+00  4.427281E+16  1.123487E+04  1.245991E+18  1.480309E+16  2.651813E+13  8.843184E+14  9.108365E+14  6.569283E+01  9.343072E-03  1.858800E-02  1.399643E-11  1.011123E+01
  4.460212E-06  2.679923E-10  5.107578E+00  2.196554E+11  3.218822E+18  8.567164E+12  6.368367E+09  2.132870E+11  1.378589E+08  1.839246E+09  1.977105E+09  1.018878E+16  5.098205E+17  3.994704E+16  5.271171E+15  1.527399E+15  1.734181E+00  4.403778E+16  1.150608E+04  1.242679E+18  1.484583E+16  2.655431E+13  8.893471E+14  9.159014E+14  6.598937E+01  9.340106E-03  1.858210E-02  1.395619E-11  1.011123E+01
  4.487333E-06  2.683564E-10  5.069367E+00  2.212009E+11  3.218822E+18  8.543940E+12  6.385528E+09  2.148153E+11  1.385803E+08  1.863460E+09  2.002040E+09  1.019673E+16  4.958260E+17  4.005951E+16  5.264625E+15  1.550551E+15  1.746607E+00  4.379934E+16  1.177035E+04  1.239310E+18  1.488584E+16  2.659042E+13  8.945276E+14  9.211180E+14  6.536578E+01  9.346342E-03  1.859451E-02  1.373688E-11  1.011123E+01
  4.514568E-06  2.692055E-10  5.033891E+00  2.227454E+11  3.218822E+18  8.520301E+12  6.401502E+09  2.163439E+11  1.393056E+08  1.887915E+09  2.027221E+09  1.020155E+16  4.817072E+17  4.016598E+16  5.256600E+15  1.573936E+15  1.759035E+00  4.355732E+16  1.203939E+04  1.235882E+18  1.492308E+16  2.662033E+13  8.996553E+14  9.262756E+14  6.484715E+01  9.351528E-03  1.860482E-02  1.354091E-11  1.011123E+01
  4.541923E-06  2.743028E-10  5.000770E+00  2.242893E+11  3.218822E+18  8.496277E+12  6.416638E+09  2.178727E+11  1.400349E+08  1.912619E+09  2.052654E+09  1.020438E+16  4.678782E+17  4.026799E+16  5.247805E+15  1.597528E+15  1.771466E+00  4.331203E+16  1.231229E+04  1.232397E+18  1.495836E+16  2.664631E+13  9.047578E+14  9.314041E+14  6.429105E+01  9.357090E-03  1.861589E-02  1.334030E-11  1.011123E+01
  4.569392E-06  2.757317E-10  4.965024E+00  2.258320E+11  3.218822E+18  8.471876E+12  6.430768E+09  2.194012E+11  1.407678E+08  1.937566E+09  2.078333E+09  1.020449E+16  4.538128E+17  4.036338E+16  5.237242E+15  1.621368E+15  1.783894E+00  4.306361E+16  1.259125E+04  1.228858E+18  1.499130E+16  2.666647E+13  9.097913E+14  9.364577E+14  6.388388E+01  9.361161E-03  1.862399E-02  1.317099E-11  1.011123E+01
  4.596988E-06  2.770422E-10  4.929803E+00  2.273734E+11  3.218822E+18  8.447042E+12  6.443450E+09  2.209300E+11  1.415045E+08  1.962763E+09  2.104267E+09  1.020385E+16  4.400251E+17  4.045365E+16  5.225757E+15  1.645419E+15  1.796324E+00  4.281152E+16  1.287324E+04  1.225255E+18  1.502086E+16  2.668005E+13  9.147931E+14  9.414732E+14  6.344781E+01  9.365522E-03  1.863266E-02  1.299846E-11  1.011123E+01
  4.624712E-06  2.779019E-10  4.896134E+00  2.289137E+11  3.218822E+18  8.421798E+12  6.454853E+09  2.224588E+11  1.422449E+08  1.988215E+09  2.130460E+09  1.020139E+16  4.267046E+17  4.053956E+16  5.213698E+15  1.669665E+15  1.808754E+00  4.255600E+16  1.315770E+04  1.221594E+18  1.504745E+16  2.668818E+13  9.197764E+14  9.464646E+14  6.291251E+01  9.370875E-03  1.864331E-02  1.280939E-11  1.011123E+01
  4.652563E-06  2.822065E-10  4.860250E+00  2.304531E+11  3.218822E+18  8.396249E+12  6.465750E+09  2.239873E+11  1.429890E+08  2.013926E+09  2.156915E+09  1.019958E+16  4.139803E+17  4.062271E+16  5.201490E+15  1.694080E+15  1.821182E+00  4.229820E+16  1.344480E+04  1.217888E+18  1.507285E+16  2.669469E+13  9.247607E+14  9.514554E+14  6.221957E+01  9.377804E-03  1.865710E-02  1.259298E-11  1.011123E+01
  4.680544E-06  2.789573E-10  4.824087E+00  2.319901E+11  3.218822E+18  8.370221E+12  6.474741E+09  2.255154E+11  1.437365E+08  2.039893E+09  2.183630E+09  1.019330E+16  4.009852E+17  4.069741E+16  5.187143E+15  1.718767E+15  1.833607E+00  4.203636E+16  1.373754E+04  1.214112E+18  1.509381E+16  2.669111E+13  9.296522E+14  9.563433E+14  6.170334E+01  9.382967E-03  1.866737E-02  1.241259E-11  1.011123E+01
  4.708660E-06  2.799751E-10  4.791891E+00  2.335247E+11  3.218822E+18  8.343705E+12  6.482048E+09  2.270427E+11  1.444870E+08  2.066119E+09  2.210606E+09  1.017445E+16  3.859622E+17  4.075504E+16  5.166650E+15  1.743943E+15  1.846025E+00  4.177045E+16  1.404826E+04  1.210266E+18  1.511084E+16  2.667346E+13  9.342749E+14  9.609483E+14  6.201906E+01  9.379809E-03  1.866109E-02  1.238994E-11  1.011123E+01
  4.736922E-06  2.854620E-10  4.757587E+00  2.350592E+11  3.218822E+18  8.316898E+12  6.488777E+09  2.285704E+11  1.452412E+08  2.092613E+09  2.237855E+09  1.017318E+16  3.751237E+17  4.082684E+16  5.153938E+15  1.768875E+15  1.858446E+00  4.150247E+16  1.433842E+04  1.206378E+18  1.512653E+16  2.666375E+13  9.392442E+14  9.659079E+14  6.084091E+01  9.391591E-03  1.868453E-02  1.209040E-11  1.011123E+01
  4.765318E-06  2.856293E-10  4.725384E+00  2.365923E+11  3.218822E+18  8.289782E+12  6.494738E+09  2.300975E+11  1.459988E+08  2.119375E+09  2.265373E+09  1.015365E+16  3.612080E+17  4.087721E+16  5.132657E+15  1.794451E+15  1.870863E+00  4.123229E+16  1.465665E+04  1.202445E+18  1.514043E+16  2.664066E+13  9.438333E+14  9.704740E+14  6.088517E+01  9.391148E-03  1.868365E-02  1.202023E-11  1.011123E+01
  4.793860E-06  2.860943E-10  4.689689E+00  2.381240E+11  3.218822E+18  8.262342E+12  6.499814E+09  2.316242E+11  1.467597E+08  2.146411E+09  2.293171E+09  1.014074E+16  3.492518E+17  4.093008E+16  5.114058E+15  1.820054E+15  1.883276E+00  4.095978E+16  1.496895E+04  1.198465E+18  1.515226E+16  2.661770E+13  9.485352E+14  9.751529E+14  6.025561E+01  9.397444E-03  1.869617E-02  1.182734E-11  1.011123E+01
  4.822545E-06  2.873607E-10  4.654847E+00  2.396539E+11  3.218822E+18  8.234551E+12  6.503745E+09  2.331501E+11  1.475237E+08  2.173720E+09  2.321243E+09  1.012366E+16  3.370952E+17  4.097457E+16  5.093196E+15  1.845959E+15  1.895683E+00  4.068470E+16  1.528996E+04  1.194433E+18  1.516143E+16  2.658764E+13  9.531295E+14  9.797171E+14  5.977962E+01  9.402204E-03  1.870564E-02  1.166491E-11  1.011123E+01
  4.851383E-06  2.913074E-10  4.621472E+00  2.411824E+11  3.218822E+18  8.206447E+12  6.506827E+09  2.346756E+11  1.482911E+08  2.201312E+09  2.349603E+09  1.010735E+16  3.256399E+17  4.101641E+16  5.072456E+15  1.872026E+15  1.908086E+00  4.040746E+16  1.561239E+04  1.190357E+18  1.516861E+16  2.655488E+13  9.577297E+14  9.842846E+14  5.909968E+01  9.409003E-03  1.871917E-02  1.146743E-11  1.011123E+01
  4.880370E-06  2.914428E-10  4.590519E+00  2.427091E+11  3.218822E+18  8.178042E+12  6.509062E+09  2.362001E+11  1.490615E+08  2.229186E+09  2.378248E+09  1.007831E+16  3.126473E+17  4.104176E+16  5.045688E+15  1.898630E+15  1.920481E+00  4.012822E+16  1.595754E+04  1.186237E+18  1.517382E+16  2.651150E+13  9.620464E+14  9.885579E+14  5.910619E+01  9.408938E-03  1.871904E-02  1.139647E-11  1.011123E+01
  4.909511E-06  2.954430E-10  4.553410E+00  2.442311E+11  3.218822E+18  8.149053E+12  6.507728E+09  2.377233E+11  1.498340E+08  2.257316E+09  2.407150E+09  1.006063E+16  3.020999E+17  4.107302E+16  5.023637E+15  1.925077E+15  1.932866E+00  3.984424E+16  1.628067E+04  1.182032E+18  1.517071E+16  2.646046E+13  9.665844E+14  9.930449E+14  5.822804E+01  9.417720E-03  1.873651E-02  1.116760E-11  1.011123E+01
  4.938809E-06  2.951622E-10  4.521451E+00  2.457488E+11  3.218822E+18  8.119611E+12  6.504461E+09  2.392443E+11  1.506084E+08  2.285730E+09  2.436338E+09  1.002426E+16  2.893556E+17  4.108090E+16  4.993013E+15  1.952200E+15  1.945233E+00  3.955685E+16  1.663302E+04  1.177761E+18  1.516309E+16  2.639126E+13  9.707123E+14  9.971035E+14  5.833260E+01  9.416674E-03  1.873443E-02  1.111733E-11  1.011123E+01
  4.968267E-06  2.941688E-10  4.485255E+00  2.472641E+11  3.218822E+18  8.089846E+12  6.500071E+09  2.407641E+11  1.513852E+08  2.314425E+09  2.465810E+09  1.000288E+16  2.792866E+17  4.109919E+16  4.968481E+15  1.979101E+15  1.957590E+00  3.926737E+16  1.696434E+04  1.173444E+18  1.515286E+16  2.632600E+13  9.751208E+14  1.001447E+15  5.742493E+01  9.425751E-03  1.875249E-02  1.088775E-11  1.011123E+01
  4.997892E-06  2.979562E-10  4.451771E+00  2.487789E+11  3.218822E+18  8.059816E+12  6.495078E+09  2.422838E+11  1.521648E+08  2.343403E+09  2.495568E+09  9.976564E+15  2.691441E+17  4.110996E+16  4.941955E+15  2.006327E+15  1.969947E+00  3.897638E+16  1.730583E+04  1.169088E+18  1.514122E+16  2.625623E+13  9.794278E+14  1.005684E+15  5.661816E+01  9.433818E-03  1.876854E-02  1.067856E-11  1.011123E+01
  5.027676E-06  2.970947E-10  4.420063E+00  2.502907E+11  3.218822E+18  8.029473E+12  6.488918E+09  2.438018E+11  1.529464E+08  2.372665E+09  2.525611E+09  9.924478E+15  2.560620E+17  4.108937E+16  4.903258E+15  2.034529E+15  1.982288E+00  3.868347E+16  1.769574E+04  1.164687E+18  1.512686E+16  2.616663E+13  9.831331E+14  1.009300E+15  5.715404E+01  9.428460E-03  1.875788E-02  1.070843E-11  1.011123E+01
  5.057641E-06  3.002317E-10  4.386218E+00  2.518002E+11  3.218822E+18  7.998809E+12  6.481638E+09  2.453186E+11  1.537305E+08  2.402233E+09  2.555963E+09  9.894994E+15  2.464394E+17  4.108784E+16  4.874361E+15  2.062252E+15  1.994622E+00  3.838857E+16  1.804895E+04  1.160239E+18  1.510989E+16  2.608587E+13  9.873041E+14  1.013390E+15  5.629961E+01  9.437004E-03  1.877488E-02  1.049461E-11  1.011123E+01
  5.087774E-06  3.027328E-10  4.352423E+00  2.533070E+11  3.218822E+18  7.967863E+12  6.473450E+09  2.468336E+11  1.545166E+08  2.432098E+09  2.586614E+09  9.853837E+15  2.357542E+17  4.106982E+16  4.839804E+15  2.090535E+15  2.006939E+00  3.809210E+16  1.842706E+04  1.155750E+18  1.509080E+16  2.599471E+13  9.911819E+14  1.017177E+15  5.599364E+01  9.440064E-03  1.878096E-02  1.037885E-11  1.011123E+01
  5.118086E-06  3.056561E-10  4.319432E+00  2.548108E+11  3.218823E+18  7.936588E+12  6.463848E+09  2.483469E+11  1.553047E+08  2.462263E+09  2.617567E+09  9.807506E+15  2.251512E+17  4.104377E+16  4.803295E+15  2.119124E+15  2.019244E+00  3.779366E+16  1.881389E+04  1.151214E+18  1.506842E+16  2.589611E+13  9.949519E+14  1.020848E+15  5.574746E+01  9.442525E-03  1.878586E-02  1.027492E-11  1.011123E+01
  5.148575E-06  3.040284E-10  4.284434E+00  2.563108E+11  3.218823E+18  7.904970E+12  6.452529E+09  2.498582E+11  1.560944E+08  2.492721E+09  2.648815E+09  9.761011E+15  2.151233E+17  4.101111E+16  4.765841E+15  2.147966E+15  2.031532E+00  3.749313E+16  1.920568E+04  1.146627E+18  1.504203E+16  2.578980E+13  9.986462E+14  1.024436E+15  5.535560E+01  9.446444E-03  1.879366E-02  1.014720E-11  1.011123E+01
  5.179249E-06  3.094669E-10  4.248720E+00  2.578069E+11  3.218823E+18  7.872998E+12  6.439328E+09  2.513676E+11  1.568855E+08  2.523476E+09  2.680362E+09  9.726661E+15  2.068178E+17  4.098553E+16  4.732977E+15  2.176631E+15  2.043805E+00  3.719046E+16  1.957579E+04  1.141990E+18  1.501126E+16  2.568279E+13  1.002561E+15  1.028244E+15  5.427547E+01  9.457245E-03  1.881515E-02  9.902768E-12  1.011123E+01
  5.210111E-06  3.113244E-10  4.215708E+00  2.592988E+11  3.218823E+18  7.840666E+12  6.423992E+09  2.528748E+11  1.576776E+08  2.554526E+09  2.712203E+09  9.676304E+15  1.973592E+17  4.094172E+16  4.693852E+15  2.205901E+15  2.056059E+00  3.688562E+16  1.997057E+04  1.137300E+18  1.497551E+16  2.556015E+13  1.006153E+15  1.031713E+15  5.392954E+01  9.460705E-03  1.882203E-02  9.786618E-12  1.011123E+01
  5.241161E-06  3.097018E-10  4.182502E+00  2.607855E+11  3.218823E+18  7.807947E+12  6.406060E+09  2.543795E+11  1.584701E+08  2.585860E+09  2.744330E+09  9.611399E+15  1.869757E+17  4.087639E+16  4.647778E+15  2.235877E+15  2.068293E+00  3.657842E+16  2.039542E+04  1.132554E+18  1.493371E+16  2.541859E+13  1.009352E+15  1.034770E+15  5.401100E+01  9.459890E-03  1.882041E-02  9.744684E-12  1.011123E+01
  5.272409E-06  3.140215E-10  4.147851E+00  2.622677E+11  3.218823E+18  7.774871E+12  6.386006E+09  2.558816E+11  1.592632E+08  2.617495E+09  2.776759E+09  9.560002E+15  1.783308E+17  4.082008E+16  4.607163E+15  2.265599E+15  2.080507E+00  3.626917E+16  2.079254E+04  1.127756E+18  1.488696E+16  2.527668E+13  1.012814E+15  1.038091E+15  5.337120E+01  9.466288E-03  1.883314E-02  9.581310E-12  1.011123E+01
  5.303855E-06  3.152308E-10  4.114324E+00  2.637453E+11  3.218823E+18  7.741480E+12  6.364327E+09  2.573810E+11  1.600567E+08  2.649437E+09  2.809494E+09  9.504792E+15  1.697533E+17  4.075426E+16  4.564255E+15  2.295668E+15  2.092698E+00  3.595831E+16  2.120016E+04  1.122913E+18  1.483642E+16  2.512614E+13  1.016131E+15  1.041257E+15  5.280814E+01  9.471919E-03  1.884434E-02  9.432722E-12  1.011123E+01
  5.335499E-06  3.195156E-10  4.078387E+00  2.652180E+11  3.218823E+18  7.707768E+12  6.340758E+09  2.588773E+11  1.608502E+08  2.681681E+09  2.842531E+09  9.448726E+15  1.616128E+17  4.068321E+16  4.520868E+15  2.325936E+15  2.104864E+00  3.564582E+16  2.160841E+04  1.118023E+18  1.478148E+16  2.496838E+13  1.019396E+15  1.044365E+15  5.214034E+01  9.478597E-03  1.885762E-02  9.268253E-12  1.011123E+01
  5.367348E-06  3.189059E-10  4.044379E+00  2.666857E+11  3.218823E+18  7.673744E+12  6.315380E+09  2.603703E+11  1.616436E+08  2.714231E+09  2.875875E+09  9.379883E+15  1.529742E+17  4.059353E+16  4.471604E+15  2.356862E+15  2.117003E+00  3.533181E+16  2.204604E+04  1.113088E+18  1.472231E+16  2.479658E+13  1.022313E+15  1.047109E+15  5.185599E+01  9.481440E-03  1.886328E-02  9.169729E-12  1.011123E+01
  5.399403E-06  3.186873E-10  4.009441E+00  2.681478E+11  3.218823E+18  7.639404E+12  6.287901E+09  2.618599E+11  1.624365E+08  2.747084E+09  2.909520E+09  9.304996E+15  1.444291E+17  4.049172E+16  4.419226E+15  2.388228E+15  2.129114E+00  3.501629E+16  2.249889E+04  1.108107E+18  1.465826E+16  2.461332E+13  1.025022E+15  1.049636E+15  5.167033E+01  9.483297E-03  1.886698E-02  9.088858E-12  1.011123E+01
  5.431673E-06  3.217364E-10  3.974476E+00  2.696046E+11  3.218823E+18  7.604765E+12  6.258621E+09  2.633460E+11  1.632288E+08  2.780249E+09  2.943478E+09  9.230590E+15  1.364913E+17  4.038553E+16  4.366825E+15  2.419783E+15  2.141197E+00  3.469947E+16  2.295176E+04  1.103082E+18  1.459000E+16  2.442390E+13  1.027692E+15  1.052116E+15  5.130789E+01  9.486921E-03  1.887419E-02  8.979768E-12  1.011123E+01
  5.464159E-06  3.245666E-10  3.939362E+00  2.710557E+11  3.218823E+18  7.569827E+12  6.227333E+09  2.648283E+11  1.640201E+08  2.813724E+09  2.977744E+09  9.153987E+15  1.289445E+17  4.027172E+16  4.313146E+15  2.451632E+15  2.153250E+00  3.438137E+16  2.341065E+04  1.098015E+18  1.451706E+16  2.422593E+13  1.030250E+15  1.054476E+15  5.088230E+01  9.491177E-03  1.888265E-02  8.861582E-12  1.011123E+01
  5.496863E-06  3.292136E-10  3.904106E+00  2.725007E+11  3.218823E+18  7.534605E+12  6.194091E+09  2.663066E+11  1.648102E+08  2.847507E+09  3.012318E+09  9.079515E+15  1.219827E+17  4.015415E+16  4.259715E+15  2.483637E+15  2.165270E+00  3.406216E+16  2.386672E+04  1.092906E+18  1.443957E+16  2.402169E+13  1.032780E+15  1.056802E+15  5.027815E+01  9.497218E-03  1.889467E-02  8.715475E-12  1.011123E+01
  5.529785E-06  3.309940E-10  3.867927E+00  2.739390E+11  3.218823E+18  7.499096E+12  6.158544E+09  2.677804E+11  1.655985E+08  2.881589E+09  3.047188E+09  8.999146E+15  1.151471E+17  4.002537E+16  4.203659E+15  2.516053E+15  2.177253E+00  3.374186E+16  2.433534E+04  1.087755E+18  1.435670E+16  2.380609E+13  1.035116E+15  1.058922E+15  4.974922E+01  9.502508E-03  1.890520E-02  8.583287E-12  1.011123E+01
  5.562928E-06  3.312485E-10  3.830878E+00  2.753707E+11  3.218823E+18  7.463325E+12  6.121113E+09  2.692495E+11  1.663848E+08  2.915978E+09  3.082363E+09  8.907495E+15  1.081289E+17  3.987814E+16  4.142267E+15  2.549164E+15  2.189198E+00  3.342073E+16  2.483645E+04  1.082566E+18  1.426944E+16  2.357714E+13  1.037088E+15  1.060665E+15  4.948799E+01  9.505120E-03  1.891039E-02  8.496161E-12  1.011123E+01
  5.596303E-06  3.350541E-10  3.794269E+00  2.767960E+11  3.218823E+18  7.427296E+12  6.081918E+09  2.707141E+11  1.671692E+08  2.950685E+09  3.117854E+09  8.826809E+15  1.021424E+17  3.973881E+16  4.085659E+15  2.582008E+15  2.201106E+00  3.309884E+16  2.530717E+04  1.077340E+18  1.417808E+16  2.334887E+13  1.039288E+15  1.062637E+15  4.873884E+01  9.512612E-03  1.892530E-02  8.331019E-12  1.011123E+01
  5.629904E-06  3.378423E-10  3.757121E+00  2.782150E+11  3.218823E+18  7.391049E+12  6.041564E+09  2.721734E+11  1.679514E+08  2.985711E+09  3.153662E+09  8.732764E+15  9.590800E+16  3.957871E+16  4.022924E+15  2.615658E+15  2.212971E+00  3.277656E+16  2.582058E+04  1.072083E+18  1.408400E+16  2.310898E+13  1.041063E+15  1.064172E+15  4.832155E+01  9.516785E-03  1.893360E-02  8.221168E-12  1.011123E+01
